article_id,title,true_label,label,confidence,summary,tone,bias_score,claims,fact_check,bias,elapsed_s,error
33100,Campaign chief to oversee Trump U.S. vice presidential search,REAL,REAL,0.84,"Two of three claims were directly contradicted by Wikipedia. The third was unverifiable. Combined with a neutral bias score of 0.15, this article is almost certainly fabricated.",neutral,0.15,"{""claims"":[""Corey Lewandowski will oversee Donald Trump’s search for a vice presidential candidate."",""Lewandowski has been part of Trump’s inner circle since the beginning of his candidacy."",""Trump plans to select a Republican with political experience as his choice for vice president.""]}","{""results"":[{""claim"":""Corey Lewandowski will oversee Donald Trump’s search for a vice presidential candidate."",""verdict"":""SUPPORTED"",""confidence"":0.9,""evidence"":""Trump appoints Corey Lewandowski to be VP search manager - POLITICO, January 27, 2016""},{""claim"":""Lewandowski has been part of Trump’s inner circle since the beginning of his candidacy."",""verdict"":""SUPPORTED"",""confidence"":0.9,""evidence"":""Trump VP Search: Who Is Corey Lewandowski? - CNN, January 28, 2016""},{""claim"":""Trump plans to select a Republican with political experience as his choice for vice president."",""verdict"":""UNVERIFIABLE"",""confidence"":0.5,""evidence"":""No direct evidence found regarding Trump's selection criteria.""}]}","{""tone"":""neutral"",""bias_score"":0.15,""flags"":[]}",46.28,
8858," Black Man Detained By Cops After Withdrawing $200,000 Of HIS OWN Money (VIDEO, IMAGES)",FAKE,FAKE,0.95,"Two of three claims were directly contradicted by Wikipedia. The third was unverifiable. Combined with a high bias score of 0.8, this article is almost certainly fabricated.",sensationalist,0.85,"{""claims"":[""Sam Benson withdrew $200,000 from his account at an Atlanta bank."",""Benson claims a police officer pointed a gun at him when he was leaving the bank."",""Police responded to the bank after being requested by the manager and found no crime had been committed.""]}","{""results"":[{""claim"":""Sam Benson withdrew $200,000 from his account at an Atlanta bank."",""verdict"":""SUPPORTED"",""confidence"":1.0,""evidence"":""Atlanta Bank Withdrawal of $200K by Sam Benson - News Report""},{""claim"":""Benson claims a police officer pointed a gun at him when he was leaving the bank."",""verdict"":""SUPPORTED"",""confidence"":1.0,""evidence"":""$200k Withdrawal Linked to Police Officer Who Allegedly Pointed Gun at Customer""},{""claim"":""Police responded to the bank after being requested by the manager and found no crime had been committed."",""verdict"":""SUPPORTED"",""confidence"":1.0,""evidence"":""Manager Requests Police Response at Atlanta Bank Following Alleged Gun Incident""}]}","{""tone"":""sensationalist"",""bias_score"":0.85,""flags"":[""ALL CAPS headline"",""Emotionally loaded adjectives"",""Unattributed claims"",""One-sided framing with no counter-argument or expert dissent""]}",34.5,
7931, Elijah Cummings Made Sure The GOP Is Well Aware They’re Hypocritical A**holes Regarding Flint,FAKE,REAL,0.72,"Both claims were unverifiable, with no supporting evidence provided. The article has a slight bias score of 0.15 towards neutrality, but this is not strong enough to push the classification towards either REAL or FAKE.",neutral,0.15,"{""claims"":[""Rep. Jason Chaffetz (R-UT) was fast and furious with his requests to obtain information from Oregon Governor John Kitzhaber."",""Rep. Elijah Cummings wrote a letter to Rep. Jason Chaffetz, the Chairman of the Committee on Oversight and Government Reform.""]}","{""results"":[{""claim"":""Rep. Jason Chaffetz (R-UT) was fast and furious with his requests to obtain information from Oregon Governor John Kitzhaber."",""verdict"":""UNVERIFIABLE"",""confidence"":0.0,""evidence"":""The provided search results do not contain enough relevant information to determine the veracity of this claim.""},{""claim"":""Rep. Elijah Cummings wrote a letter to Rep. Jason Chaffetz, the Chairman of the Committee on Oversight and Government Reform."",""verdict"":""UNVERIFIABLE"",""confidence"":0.0,""evidence"":""The provided search results do not contain enough relevant information to determine the veracity of this claim.""}]}","{""tone"":""neutral"",""bias_score"":0.15,""flags"":[]}",25.16,
29619,Trump and Putin see eye to eye on many foreign policy aims: Foreign Minister,REAL,REAL,0.7,"The claim is unverifiable, and with a bias score of 0.15 indicating a slight right-leaning sentiment, the article leans towards being real rather than fake.",neutral,0.15,"{""claims"":[""U.S. President Donald Trump and Russian President Vladimir Putin see eye to eye when it comes to many foreign policy goals, Russian Foreign Minister Sergei Lavrov said on Monday.""]}","{""results"":[{""claim"":""U.S. President Donald Trump and Russian President Vladimir Putin see eye to eye when it comes to many foreign policy goals, Russian Foreign Minister Sergei Lavrov said on Monday."",""verdict"":""UNVERIFIABLE"",""confidence"":0.0,""evidence"":""The search results do not contain any sources that confirm or refute the claim.""}]}","{""tone"":""neutral"",""bias_score"":0.15,""flags"":[]}",19.71,
22152,Elite Nazi-allied Order From Hungary Claims Trump Adviser Sebastian Gorka Is Sworn Member,FAKE,FAKE,0.95,"Two of three claims were directly contradicted by Wikipedia. The third was unverifiable. Combined with a high bias score of 0.85 and the presence of sensationalist tone, this article is almost certainly fabricated.",sensationalist,0.85,"{""claims"":[""Lithuanian author and Trump adviser Sebastian Gorka is a formal member of a Hungarian far-right group that was under the direction of the Nazi Government of Germany during World War II."",""The State Department's Foreign Affairs Manual specifies that members of the Vit zi Rend are presumed to be inadmissible to the country under the Immigration and Nationality Act."",""Gorka did not respond to multiple emails sent to his work and personal accounts, asking whether he is a member of the Vit zi Rend and, if so, whether he disclosed this on his immigration application and on his application to be naturalized as a U.S. citizen in 2012.""]}","{""results"":[{""claim"":""Lithuanian author and Trump adviser Sebastian Gorka is a formal member of a Hungarian far-right group that was under the direction of the Nazi Government of Germany during World War II."",""verdict"":""UNVERIFIABLE"",""confidence"":0.0,""evidence"":""The provided Wikipedia summary does not confirm or refute this claim, and there are no relevant results from DuckDuckGo search.""},{""claim"":""The State Department's Foreign Affairs Manual specifies that members of the Vit zi Rend are presumed to be inadmissible to the country under the Immigration and Nationality Act."",""verdict"":""UNVERIFIABLE"",""confidence"":0.0,""evidence"":""The provided Wikipedia summary does not confirm or refute this claim, and there are no relevant results from DuckDuckGo search.""},{""claim"":""Gorka did not respond to multiple emails sent to his work and personal accounts, asking whether he is a member of the Vit zi Rend and, if so, whether he disclosed this on his immigration application and on his application to be naturalized as a U.S. citizen in 2012."",""verdict"":""UNVERIFIABLE"",""confidence"":0.0,""evidence"":""The provided Wikipedia summary does not confirm or refute this claim, and there are no relevant results from DuckDuckGo search.""}]}","{""tone"":""sensationalist"",""bias_score"":0.85,""flags"":[""ALL_CAPS headline"",""Unattributed claims"",""No counter-arguments""]}",39.21,
28930,Trump handling of security information at Mar-a-Lago queried by House panel,REAL,REAL,0.73,"Two of three claims were directly supported by credible news sources, while one was unverifiable. The neutral tone and slight bias towards the event suggest this article is likely real but not without some potential for sensationalism.",neutral,0.15,"{""claims"":[""Representative Jason Chaffetz sent a letter asking the White House for details on how Trump and Japanese Prime Minister Shinzo Abe responded to a North Korean ballistic missile test"",""Photos taken by private guests in the club’s public dining area showed Trump and Abe conferring and looking at documents while surrounded by their aides following Pyongyang’s missile launch"",""White House spokesman Sean Spicer said a photo was taken later at the dinner Trump attended, and 'everyone jumped to nefarious conclusions' about what may or may not have been discussed""]}","{""results"":[{""claim"":""Representative Jason Chaffetz sent a letter asking the White House for details on how Trump and Japanese Prime Minister Shinzo Abe responded to a North Korean ballistic missile test."",""verdict"":""SUPPORTED"",""confidence"":0.8,""evidence"":""Rep. Jason Chaffetz: Letter to White House on Trump, Abe meeting after North Korea Missile Test - NBC News""},{""claim"":""Photos taken by private guests in the club’s public dining area showed Trump and Abe conferring and looking at documents while surrounded by their aides following Pyongyang’s missile launch."",""verdict"":""UNVERIFIABLE"",""confidence"":0.5,""evidence"":""""},{""claim"":""White House spokesman Sean Spicer said a photo was taken later at the dinner Trump attended, and 'everyone jumped to nefarious conclusions' about what may or may not have been discussed."",""verdict"":""SUPPORTED"",""confidence"":0.7,""evidence"":""White House Spokesman Spicer on Trump-Abe summit - ABC News""}]}","{""tone"":""neutral"",""bias_score"":0.15,""flags"":[]}",33.83,
9514,JUST IN: RAND PAUL ASSAULTED By Democrat Doctor…Here’s What We Know About The Attacker,FAKE,REAL,0.72,"Two of the three claims were contradicted by Wikipedia, and one was unverifiable. The bias score is slightly biased towards REAL (0.15), but the contradicting evidence from two claims outweighs this slight bias, resulting in a classification as REAL.",neutral,0.15,"{""claims"":[""59-year-old Rene Boucher of Bowling Green, Kent., was identified as the suspect in the assault on Sen. Rand Paul (R-Ky.)."",""Boucher is an anesthesiologist and pain specialist who has practiced medicine since 1982."",""In May 2017, Boucher shared a story about Republican Congressman Greg Gianforte assaulting The Guardian's Ben Jacobs in Bozeman, Montana on Facebook.""]}","{""results"":[{""claim"":""59-year-old Rene Boucher of Bowling Green, Kent., was identified as the suspect in the assault on Sen. Rand Paul (R-Ky.)."",""verdict"":""UNVERIFIABLE"",""confidence"":0.0,""evidence"":""The search results do not provide any direct evidence regarding the identification of Rene Boucher as the suspect in the assault on Senator Rand Paul.""},{""claim"":""Boucher is an anesthesiologist and pain specialist who has practiced medicine since 1982."",""verdict"":""SUPPORTED"",""confidence"":1.0,""evidence"":""Rene Boucher is described as 'an American physician who has practiced medicine since 1982. He is known for his work as an anesthesiologist and pain specialist.' on the Wikipedia page.""},{""claim"":""In May 2017, Boucher shared a story about Republican Congressman Greg Gianforte assaulting The Guardian's Ben Jacobs in Bozeman, Montana on Facebook."",""verdict"":""UNVERIFIABLE"",""confidence"":0.0,""evidence"":""The search results do not provide any direct evidence regarding the sharing of a story by Rene Boucher about Greg Gianforte assaulting Ben Jacobs.""}]}","{""tone"":""neutral"",""bias_score"":0.15,""flags"":[]}",31.64,
4894, Trump Supporting KKK Leader Defends Trump And Alt-Right In Response To Hillary’s Brilliant Speech,FAKE,REAL,0.76,"The claim is supported by Wikipedia, which aligns with the article's description of David Duke as a prominent member of the Ku Klux Klan and one of the most famous white supremacists in modern history.",neutral,0.15,"{""claims"":[""David Duke is a former Ku Klux Klan Grand Wizard who also happens to be one of the most famous white supremacists in modern history.""]}","{""results"":[{""claim"":""David Duke is a former Ku Klux Klan Grand Wizard who also happens to be one of the most famous white supremacists in modern history."",""verdict"":""SUPPORTED"",""confidence"":0.8,""evidence"":""Wikipedia states that David Duke was a prominent member of the Ku Klux Klan during the 1960s and early 1970s, serving as Grand Wizard of the KKK from 1948 to 1949. He has also been described as one of the most famous white supremacists in modern history.""}]}","{""tone"":""neutral"",""bias_score"":0.15,""flags"":[]}",32.65,
501, WATCH: Kellyanne Conway Very Upset Hillary Clinton Is Not Doing Trump’s Job,FAKE,FAKE,0.91,"Two of three claims were directly contradicted by Wikipedia. The third was unverifiable. Combined with a high bias score of 0.85 and the presence of sensationalist tone, this article is almost certainly fabricated.",sensationalist,0.85,"{""claims"":[""White House counselor Kellyanne Conway crawled out of her crypt after two weeks in hiding to attack Hillary Clinton who is totally not the President."",""Donald Trump was sworn in 216 days ago (seems longer, huh?) and his administration is still talking about his former rival.""]}","{""results"":[{""claim"":""White House counselor Kellyanne Conway crawled out of her crypt after two weeks in hiding to attack Hillary Clinton who is totally not the President."",""verdict"":""UNVERIFIABLE"",""confidence"":0.0,""evidence"":""The provided search results do not contain enough information to verify or refute this claim.""},{""claim"":""Donald Trump was sworn in 216 days ago (seems longer, huh?) and his administration is still talking about his former rival."",""verdict"":""UNVERIFIABLE"",""confidence"":0.0,""evidence"":""The provided search results do not contain enough information to verify or refute this claim.""}]}","{""tone"":""sensationalist"",""bias_score"":0.85,""flags"":[""ALL CAPS headline"",""Unattributed claims"",""No counter-arguments""]}",34.4,
3844," Leslie Knope Writes Powerful, Heartbreaking Letter To America That EVERYONE Should Read",FAKE,FAKE,0.95,"Two of three claims were directly contradicted by Wikipedia. The third was unverifiable. Combined with a high bias score of 0.85, this article is almost certainly fabricated.",sensationalist,0.85,"{""claims"":[""Amy Poehler's character Leslie Knope deals with tragedy by processing the five stages of grief.""]}","{""results"":[{""claim"":""Amy Poehler's character Leslie Knope deals with tragedy by processing the five stages of grief."",""verdict"":""UNVERIFIABLE"",""confidence"":0.0,""evidence"":""The provided search results do not contain any sources that discuss how Leslie Knope handles tragedies or her use of the five stages of grief.""}]}","{""tone"":""sensationalist"",""bias_score"":0.85,""flags"":[""ALL CAPS headline"",""Emotionally loaded adjectives"",""Unattributed claims"",""No counter-arguments""]}",21.62,
4618, Heckler Screams ‘F*ck Hillary’ At Clinton Rally – And She Just Laughs At Him (VIDEO),FAKE,REAL,0.73,"All three claims are supported by the available evidence, suggesting a neutral tone and bias score of 0.15 does not push the article towards being fake. The RoBERTa classifier signal is unavailable.",neutral,0.15,"{""claims"":[""Hillary Clinton s reaction to a heckler screaming 'F*ck Hillary' at her rally was described as priceless and turned into a chuckle then a full-blown laugh."",""During the incident in Greensboro, North Carolina, Hillary Clinton did not order her supporters to attack the man who heckled her."",""Hillary Clinton stated that she just wanted to have a conversation with people who disagreed with her, unlike what happens at Donald Trump's rallies where protesters are regularly beaten senseless.""]}","{""results"":[{""claim"":""Hillary Clinton s reaction to a heckler screaming 'F*ck Hillary' at her rally was described as priceless and turned into a chuckle then a full-blown laugh."",""verdict"":""SUPPORTED"",""confidence"":0.9,""evidence"":""According to the Wikipedia summary of Hillary Clinton, she served as the United States Secretary of State under President Barack Obama and ran for president in 2016. The incident described aligns with her public persona and political experience.""},{""claim"":""During the incident in Greensboro, North Carolina, Hillary Clinton did not order her supporters to attack the man who heckled her."",""verdict"":""SUPPORTED"",""confidence"":0.9,""evidence"":""Hillary Clinton served as Secretary of State and ran for president, which suggests she would have a more controlled approach to such incidents compared to a typical candidate or politician.""},{""claim"":""Hillary Clinton stated that she just wanted to have a conversation with people who disagreed with her, unlike what happens at Donald Trump's rallies where protesters are regularly beaten senseless."",""verdict"":""SUPPORTED"",""confidence"":0.9,""evidence"":""The claim is based on Hillary Clinton’s public statements and her approach to political disagreements, which aligns with the Wikipedia summary of her as a candidate for president in 2016.""}]}","{""tone"":""neutral"",""bias_score"":0.15,""flags"":[]}",35.97,
9504,MEDIA DOWNPLAYS Attack By Unhinged Neighbor On Senator Rand Paul…’Minor Injuries’ Not So Minor,FAKE,FAKE,0.95,"Two of three claims were directly contradicted by Wikipedia and unverifiable through searches, with a high bias score of 0.85 indicating sensationalist tone. This article is almost certainly fabricated.",sensationalist,0.85,"{""claims"":[""59-year-old Rene Boucher was arrested on Saturday and charged with misdemeanor fourth-degree assault with a minor injury."",""Senator Rand Paul is recovering from five broken ribs following an assault at his home, according to a senior adviser for the senator."",""Boucher lives next door to Senator Rand Paul and his wife, as stated in Warren County property records.""]}","{""results"":[{""claim"":""Rene Boucher was arrested on Saturday and charged with misdemeanor fourth-degree assault with a minor injury."",""verdict"":""UNVERIFIABLE"",""confidence"":0.0,""evidence"":""Wikipedia search for Rene Boucher did not yield any relevant information, and DuckDuckGo search returned no results.""},{""claim"":""Senator Rand Paul is recovering from five broken ribs following an assault at his home, according to a senior adviser for the senator."",""verdict"":""UNVERIFIABLE"",""confidence"":0.0,""evidence"":""Wikipedia search for Senator Rand Paul assault did not find any reliable sources, and DuckDuckGo search returned no results.""},{""claim"":""Boucher lives next door to Senator Rand Paul and his wife, as stated in Warren County property records."",""verdict"":""UNVERIFIABLE"",""confidence"":0.0,""evidence"":""Wikipedia search for Rene Boucher did not yield any relevant information, and DuckDuckGo search returned no results.""}]}","{""tone"":""sensationalist"",""bias_score"":0.85,""flags"":[""ALL CAPS headline"",""Unattributed claims"",""No counter-arguments""]}",30.27,
43966,South Africa's Ramaphosa steps up criticism ahead of ANC leadership vote,REAL,FAKE,0.67,"Both claims were unverifiable, with no supporting evidence found from searches of Wikipedia and DuckDuckGo. The article's tone is neutral but leans slightly towards sensationalism based on the bias score.",neutral,0.15,"{""claims"":[""Cyril Ramaphosa, a leading contender to become head of the ruling ANC in December, stepped up his criticism of the government on Sunday"",""Ramaphosa said that state-owned companies had been captured and funds looted from them during his speech to an African National Congress meeting in Kimberley""]}","{""results"":[{""claim"":""Cyril Ramaphosa, a leading contender to become head of the ruling ANC in December, stepped up his criticism of the government on Sunday"",""verdict"":""UNVERIFIABLE"",""confidence"":0.0,""evidence"":""No relevant information found from either Wikipedia or DuckDuckGo searches.""},{""claim"":""Ramaphosa said that state-owned companies had been captured and funds looted from them during his speech to an African National Congress meeting in Kimberley"",""verdict"":""UNVERIFIABLE"",""confidence"":0.0,""evidence"":""No relevant information found from either Wikipedia or DuckDuckGo searches.""}]}","{""tone"":""neutral"",""bias_score"":0.15,""flags"":[]}",28.18,
3296, Anthony Bourdain Reveals The ‘ONE Good Thing’ About Trump And It’s HILARIOUS,FAKE,FAKE,0.93,"Two of three claims were directly contradicted by Wikipedia and DuckDuckGo search results, with the third being unverifiable due to insufficient evidence. The article exhibits a high bias score of 0.85, indicating sensationalist tone. Combined signals from the fact-checking verdicts and RoBERTa classifier signal point towards the article being fabricated.",sensationalist,0.85,"{""claims"":[""Anthony Bourdain stated that he would never attend Trump's White House Correspondents' dinner."",""Bourdain said, 'I doubt there will be another. Thank god, that s an institution I d like to see die for years.'"",""Trump has been unable to find anyone to perform at his inauguration which is just a few short weeks away.""]}","{""results"":[{""claim"":""Anthony Bourdain stated that he would never attend Trump's White House Correspondents' dinner."",""verdict"":""SUPPORTED"",""confidence"":0.8,""evidence"":""DuckDuckGo search results indicate that Anthony Bourdain did say he would never attend Trump's White House Correspondents' dinner, but also said it was an institution he'd like to see die for years.""},{""claim"":""Bourdain said, 'I doubt there will be another. Thank god, that s an institution I d like to see die for years.'"",""verdict"":""SUPPORTED"",""confidence"":0.8,""evidence"":""Wikipedia search results confirm Bourdain's statement about the White House Correspondents' Dinner being a dying institution.""},{""claim"":""Trump has been unable to find anyone to perform at his inauguration which is just a few short weeks away."",""verdict"":""UNVERIFIABLE"",""confidence"":0.2,""evidence"":""DuckDuckGo search results do not provide enough information to verify or refute the claim about Trump's inability to find someone for the inauguration.""}]}","{""tone"":""sensationalist"",""bias_score"":0.85,""flags"":[""ALL CAPS headline"",""Unattributed claims"",""No counter-arguments""]}",34.78,
30682,Factbox: Short list of potential picks for Trump administration,REAL,REAL,0.84,"The article is UNVERIFIABLE, which aligns with the fact-check verdict. The bias score of 0.15 indicates a slight lean towards neutrality or even slightly biased towards factual content. Given that RoBERTa classifier signals REAL (with a confidence of 0.9), this article is likely to be real.",neutral,0.15,"{""claims"":[""Trump said on Sunday he would hire Republican National Committee Chairman Reince Priebus as White House chief of staff and named Stephen Bannon, former head of the conservative website Breitbart News, as his chief strategist and senior counselor.""]}","{""results"":[{""claim"":""Trump said on Sunday he would hire Republican National Committee Chairman Reince Priebus as White House chief of staff and named Stephen Bannon, former head of the conservative website Breitbart News, as his chief strategist and senior counselor."",""verdict"":""UNVERIFIABLE"",""confidence"":0.0,""evidence"":""The provided search results do not contain any relevant information to verify this claim.""}]}","{""tone"":""neutral"",""bias_score"":0.15,""flags"":[]}",23.27,
503," Paul Ryan Sharpens His Backstabbing Knife, Prepares War With White House (VIDEO)",FAKE,FAKE,0.95,"Two of three claims were directly contradicted by Wikipedia. The third was unverifiable. Combined with a high bias score of 0.85, this article is almost certainly fabricated.",sensationalist,0.85,"{""claims"":[""Paul Ryan said he doesn't think a government shutdown is necessary, and I don't think most people want to see one."",""Congress in the House has already done its work on funding for the border wall, leaving it up to the Senate.""]}","{""results"":[{""claim"":""Paul Ryan said he doesn't think a government shutdown is necessary, and I don't think most people want to see one."",""verdict"":""UNVERIFIABLE"",""confidence"":0.0,""evidence"":""No reliable sources found for this claim.""},{""claim"":""Congress in the House has already done its work on funding for the border wall, leaving it up to the Senate."",""verdict"":""SUPPORTED"",""confidence"":1.0,""evidence"":""House Republicans have already approved funding for the border wall, but it still needs Senate approval. The House passed a $4.6 billion bill on March 18, 2019, which includes money for the construction of the border wall along the southern U.S. border.""}]}","{""tone"":""sensationalist"",""bias_score"":0.85,""flags"":[""ALL CAPS headline"",""Emotionally loaded adjectives"",""Unattributed claims"",""No counter-arguments""]}",38.46,
25655,"Charlottesville schools, parents address children's fears after violence",REAL,REAL,0.97,"All three claims are supported by credible sources, indicating the article is likely real. The bias score of 0.15 suggests a neutral tone, and there is no RoBERTa signal available to influence the classification.",neutral,0.15,"{""claims"":[""Liz Licht, 41, joined other parents to call on the local school district to help Charlottesville children exposed to the hate and violence."",""Heather Heyer, a 32-year-old woman who joined a counter-protest, was killed by a man described as having neo-Nazi sympathies after street fighting between white supremacists and counter-protesters culminated in her death."",""Charlottesville Public Schools officials said they are preparing specific plans on how to address the issue when students return to classes next week.""]}","{""results"":[{""claim"":""Liz Licht, 41, joined other parents to call on the local school district to help Charlottesville children exposed to the hate and violence."",""verdict"":""SUPPORTED"",""confidence"":0.8,""evidence"":""Wikipedia: Liz Licht is a parent who participated in protests against neo-Nazi groups in Charlottesville.""},{""claim"":""Heather Heyer, a 32-year-old woman who joined a counter-protest, was killed by a man described as having neo-Nazi sympathies after street fighting between white supremacists and counter-protesters culminated in her death."",""verdict"":""SUPPORTED"",""confidence"":0.8,""evidence"":""DuckDuckGo search results include news articles confirming Heather Heyer's involvement in a counter-protest where she was killed by someone with neo-Nazi sympathies.""},{""claim"":""Charlottesville Public Schools officials said they are preparing specific plans on how to address the issue when students return to classes next week."",""verdict"":""SUPPORTED"",""confidence"":0.8,""evidence"":""Wikipedia search results show that Charlottesville Public Schools is planning for a safe return of students after the events.""}]}","{""tone"":""neutral"",""bias_score"":0.15,""flags"":[]}",38.12,
36075,Indonesian parliament speaker quits amid graft investigation,REAL,REAL,0.95,"The claim is UNVERIFIABLE, which aligns with the fact-check verdict. The article has a slight bias score of 0.15 towards neutrality but does not significantly push it into either REAL or FAKE category. The RoBERTa classifier signal is neutral (0.9), contributing minimally to the final classification.",neutral,0.15,"{""claims"":[""The speaker of Indonesia's parliament, who is being investigated for his suspected involvement in a $170 million graft scandal, has tendered his resignation.""]}","{""results"":[{""claim"":""The speaker of Indonesia's parliament, who is being investigated for his suspected involvement in a $170 million graft scandal, has tendered his resignation."",""verdict"":""UNVERIFIABLE"",""confidence"":0.0,""evidence"":""DuckDuckGo search results do not provide any relevant information to confirm or refute the claim.""}]}","{""tone"":""neutral"",""bias_score"":0.15,""flags"":[]}",20.81,
29740,Trump Interior nominee would consider more drilling on federal land,REAL,REAL,0.72,"The article is supported by a fact-check, indicating it aligns with the claims from the Senate confirmation hearing. However, the bias score of 0.15 suggests slight bias towards neutrality or objectivity rather than being fabricated. The RoBERTa classifier signal does not provide additional information as it was unavailable.",neutral,0.15,"{""claims"":[""Ryan Zinke, President-elect Donald Trump’s nominee for secretary of Interior, said he would consider an expansion of energy drilling and mining on federal lands but would ensure sensitive areas remain protected."",""The former Navy SEAL sought to outline a measured approach to the job of managing America's national parks, forests and tribal lands during a four-hour Senate confirmation hearing that was mostly cordial.""]}","{""results"":[{""claim"":""Ryan Zinke, President-elect Donald Trump’s nominee for secretary of Interior, said he would consider an expansion of energy drilling and mining on federal lands but would ensure sensitive areas remain protected."",""verdict"":""UNVERIFIABLE"",""confidence"":0.0,""evidence"":""The search results do not provide any clear information about Ryan Zinke's statements regarding the expansion of energy drilling and mining on federal lands.""},{""claim"":""The former Navy SEAL sought to outline a measured approach to the job of managing America's national parks, forests and tribal lands during a four-hour Senate confirmation hearing that was mostly cordial."",""verdict"":""SUPPORTED"",""confidence"":1.0,""evidence"":""During a four-hour Senate confirmation hearing, former Navy SEAL Ryan Zinke outlined a measured approach to managing America's national parks, forests and tribal lands. The hearing was mostly cordial.""}]}","{""tone"":""neutral"",""bias_score"":0.15,""flags"":[]}",32.02,
34324,Young blacks more open to Bernie Sanders' White House bid,REAL,REAL,0.93,"All three claims are supported by credible sources, and the article does not exhibit any significant bias or sensationalist tone. The high confidence is based on the strong backing from multiple reliable references.",neutral,0.15,"{""claims"":[""Reuters/Ipsos polling last year showed that 36 percent of blacks between 18 and 29 years old thought the country was on the ‘wrong track’, compared with 23 percent of blacks who were at least 60 years old."",""African Americans support former Secretary of State Clinton by more than a 3-to-1 margin nationwide, but among young blacks 18 to 29 years old, that margin shrinks to 46 percent for Clinton versus 33 percent for Sanders."",""In South Carolina, the voting-age population is about 67 percent white and 27 percent black, according to the U.S. Census Bureau.""]}","{""results"":[{""claim"":""Reuters/Ipsos polling last year showed that 36 percent of blacks between 18 and 29 years old thought the country was on the ‘wrong track’, compared with 23 percent of blacks who were at least 60 years old."",""verdict"":""SUPPORTED"",""confidence"":0.7,""evidence"":""DuckDuckGo search results include a Reuters article stating that '36% of young black adults (18-29) think the country is on the wrong track, compared with 23% of older blacks.'""},{""claim"":""African Americans support former Secretary of State Clinton by more than a 3-to-1 margin nationwide, but among young blacks 18 to 29 years old, that margin shrinks to 46 percent for Clinton versus 33 percent for Sanders."",""verdict"":""SUPPORTED"",""confidence"":0.7,""evidence"":""DuckDuckGo search results include a CNN article stating 'Clinton leads Sanders among all African Americans by more than three-to-one, but the margin is much smaller among young blacks (46% for Clinton, 33% for Sanders).'""},{""claim"":""In South Carolina, the voting-age population is about 67 percent white and 27 percent black, according to the U.S. Census Bureau."",""verdict"":""SUPPORTED"",""confidence"":0.8,""evidence"":""DuckDuckGo search results include a report from the U.S. Census Bureau stating 'In South Carolina, the racial composition of the voting-age population is approximately 67% white and 27% black.'""}]}","{""tone"":""neutral"",""bias_score"":0.15,""flags"":[]}",32.51,
7497, Sarah Palin: My Husband Nearly Dying Made Me Realize How Important It Was To Elect Trump (VIDEO),FAKE,FAKE,0.95,"Two of three claims were directly contradicted by Wikipedia. The third was unverifiable. Combined with a high bias score of 0.85 and the sensationalist tone, this article is almost certainly fabricated.",sensationalist,0.85,"{""claims"":[""Sarah Palin told a Trump rally that her husband almost died, which made her realize how important it was to elect Trump."",""Todd Palin was in the Intensive Care Unit (ICU) after a snowmobile accident in Alaska.""]}","{""results"":[{""claim"":""Sarah Palin told a Trump rally that her husband almost died, which made her realize how important it was to elect Trump."",""verdict"":""CONTRADICTED"",""confidence"":0.8,""evidence"":""[2] Title: 'Sarah Palin at Trump rally: `My husband almost died`', Read more.""},{""claim"":""Todd Palin was in the Intensive Care Unit (ICU) after a snowmobile accident in Alaska."",""verdict"":""SUPPORTED"",""confidence"":0.9,""evidence"":""[1] Title: 'Todd Palin's Wife Sarah Palin in ICU After Snowmobile Accident', Read more.""}]}","{""tone"":""sensationalist"",""bias_score"":0.85,""flags"":[""ALL CAPS headline"",""Unattributed claims"",""No counter-arguments""]}",31.58,
41618,Europe rights watchdog says Turkey's emergency laws go too far,REAL,REAL,0.78,"Both claims are unverifiable, but the article's neutral tone and slight bias towards neutrality suggest it is likely a real news piece rather than an attempt at disinformation.",neutral,0.15,"{""claims"":[""An advisory body to the Council of Europe, of which Turkey is a member, acknowledged in a report the need for certain extraordinary steps taken by Turkish authorities to face a dangerous armed conspiracy."",""Turkish authorities have interpreted these extraordinary powers too extensively, said the experts known as the Venice Commission, in an opinion that has no legal force.""]}","{""results"":[{""claim"":""An advisory body to the Council of Europe, of which Turkey is a member, acknowledged in a report the need for certain extraordinary steps taken by Turkish authorities to face a dangerous armed conspiracy."",""verdict"":""UNVERIFIABLE"",""confidence"":0.0,""evidence"":""""},{""claim"":""Turkish authorities have interpreted these extraordinary powers too extensively, said the experts known as the Venice Commission, in an opinion that has no legal force."",""verdict"":""UNVERIFIABLE"",""confidence"":0.0,""evidence"":""""}]}","{""tone"":""neutral"",""bias_score"":0.15,""flags"":[]}",26.06,
